City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Wind deg,Sunrise,Sunset,Visibility,Temp
burnie,-41.0667,145.9167,53.01,75.0,88.0,14.0,AU,1612035143.0,174.0,1612034479.0,1612085880.0,10000.0,53.01
leningradskiy,69.3833,178.4167,-27.92,83.0,0.0,2.1,RU,1612035143.0,174.0,1612043370.0,1612061388.0,10000.0,-27.92
kharitonovo,61.4009,47.4978,25.61,97.0,100.0,7.67,RU,1612035144.0,144.0,1611983824.0,1612010962.0,293.0,25.61
sao jose da coroa grande,-8.8978,-35.1478,80.8,73.0,73.0,9.35,BR,1612035144.0,98.0,1611994736.0,1612039724.0,10000.0,80.8
ninh binh,20.2539,105.975,63.45,85.0,95.0,1.36,VN,1612035145.0,1.0,1612049537.0,1612089997.0,10000.0,63.45
adrar,20.5022,-10.0711,71.74,20.0,17.0,8.86,MR,1612035145.0,55.0,1611991021.0,1612031401.0,10000.0,71.74
luena,-11.7833,19.9167,63.63,95.0,100.0,4.21,AO,1612035002.0,309.0,1611981288.0,1612026739.0,5533.0,63.63
cabo san lucas,22.8909,-109.9124,78.01,60.0,1.0,8.05,MX,1612035153.0,160.0,1612015185.0,1612055167.0,10000.0,76.6
puerto carreno,6.189,-67.4859,94.8,35.0,22.0,10.47,CO,1612035154.0,14.0,1612003654.0,1612046331.0,10000.0,94.8
mahebourg,-20.4081,57.7,78.8,89.0,20.0,5.75,MU,1612034953.0,90.0,1611971488.0,1612018400.0,10000.0,78.8
naze,28.3667,129.4833,51.66,68.0,7.0,8.61,JP,1612035154.0,34.0,1612044625.0,1612083623.0,10000.0,51.66
grindavik,63.8424,-22.4338,24.8,74.0,75.0,16.11,IS,1612035155.0,30.0,1612001613.0,1612026744.0,10000.0,24.8
ixtapa,20.7,-105.2,78.8,57.0,1.0,9.22,MX,1612035156.0,210.0,1612013864.0,1612054225.0,10000.0,78.8
kidal,18.4411,1.4078,69.57,20.0,0.0,8.93,ML,1612035156.0,88.0,1611988092.0,1612028820.0,10000.0,69.57
elat,29.5581,34.9482,57.2,54.0,0.0,3.22,IL,1612035061.0,181.0,1611981053.0,1612019758.0,10000.0,57.2
baykit,61.67,96.37,-34.62,76.0,52.0,1.81,RU,1612035158.0,323.0,1612058467.0,1612085678.0,10000.0,-34.62
kayasula,44.325,45.0,34.84,92.0,0.0,9.46,RU,1612035158.0,99.0,1611980427.0,1612015558.0,10000.0,34.84
grand-santi,4.25,-54.3833,80.13,92.0,100.0,3.31,GF,1612035159.0,47.0,1612000361.0,1612043334.0,4435.0,80.13
coahuayana,18.7333,-103.6833,86.0,42.0,40.0,7.38,MX,1612035160.0,212.0,1612013334.0,1612054027.0,9656.0,86.0
felanitx,39.4696,3.1483,60.8,59.0,20.0,9.22,ES,1612035160.0,250.0,1611989793.0,1612026283.0,10000.0,57.16
matagami,49.7502,-77.6328,-2.2,84.0,90.0,10.36,CA,1612035160.0,310.0,1612010743.0,1612044113.0,10000.0,-2.2
caravelas,-17.7125,-39.2481,81.12,68.0,0.0,8.7,BR,1612035161.0,78.0,1611995001.0,1612041428.0,10000.0,81.12
piste,20.7,-88.5833,82.63,45.0,75.0,6.22,MX,1612035161.0,121.0,1612009877.0,1612050236.0,10000.0,82.63
pasighat,28.0667,95.3333,54.84,63.0,0.0,3.76,IN,1612035162.0,317.0,1612052790.0,1612091853.0,10000.0,54.84
barhi,23.9,80.8,47.8,47.0,0.0,2.62,IN,1612035162.0,124.0,1612055893.0,1612095726.0,10000.0,47.8
antofagasta,-23.65,-70.4,75.0,64.0,20.0,16.11,CL,1612035162.0,200.0,1612001951.0,1612049433.0,10000.0,73.65
strenci,57.6257,25.6854,25.0,95.0,100.0,1.99,LV,1612035163.0,248.0,1611987797.0,1612017460.0,1137.0,25.0
hami,42.8,93.45,21.22,83.0,0.0,1.36,CN,1612035164.0,108.0,1612054924.0,1612090622.0,10000.0,21.22
taoudenni,22.6783,-3.9836,74.64,19.0,0.0,9.82,ML,1612035164.0,32.0,1611989749.0,1612029750.0,10000.0,74.64
mbanza-ngungu,-5.25,14.8667,65.64,97.0,26.0,1.9,CD,1612035165.0,167.0,1611983014.0,1612027437.0,10000.0,65.64
daugai,54.3667,24.3333,26.01,86.0,40.0,8.05,LT,1612035165.0,270.0,1611987267.0,1612018639.0,10000.0,25.29
lino lakes,45.1602,-93.0888,33.01,74.0,100.0,1.01,US,1612035165.0,90.0,1612013671.0,1612048604.0,612.0,31.89
daru,-9.0763,143.2092,76.51,93.0,100.0,11.79,PG,1612035166.0,293.0,1612038328.0,1612083332.0,10000.0,76.51
tres arroyos,-38.3739,-60.2798,67.05,39.0,100.0,16.26,AR,1612035166.0,124.0,1611997905.0,1612048620.0,10000.0,67.05
vostok,46.4856,135.8833,-22.67,87.0,92.0,4.5,RU,1612035167.0,207.0,1612045302.0,1612079874.0,9417.0,-22.67
winslow,35.0242,-110.6974,42.8,49.0,1.0,4.61,US,1612035167.0,360.0,1612016570.0,1612054159.0,10000.0,42.8
boromo,11.75,-2.9333,82.72,14.0,0.0,6.96,BF,1612035168.0,19.0,1611988592.0,1612030404.0,10000.0,82.72
hun,29.1268,15.9477,61.59,30.0,0.0,3.06,LY,1612035168.0,242.0,1611985568.0,1612024363.0,10000.0,61.59
atasu,48.6814,71.6433,22.57,89.0,100.0,10.33,KZ,1612035168.0,100.0,1612061076.0,1612094939.0,10000.0,22.57
blackfoot,43.1905,-112.345,37.0,62.0,36.0,1.01,US,1612035169.0,251.0,1612017996.0,1612053523.0,10000.0,35.51
xining,36.6167,101.7667,13.62,76.0,0.0,3.09,CN,1612035169.0,332.0,1612052142.0,1612089412.0,10000.0,13.62
comodoro rivadavia,-45.8667,-67.5,66.2,42.0,20.0,10.36,AR,1612035170.0,120.0,1611998511.0,1612051480.0,10000.0,66.2
kedrovyy,56.1667,91.8167,-32.8,75.0,0.0,1.95,RU,1612035170.0,163.0,1612057832.0,1612088499.0,10000.0,-32.8
bairiki,1.3292,172.9752,78.8,83.0,40.0,9.22,KI,1612035171.0,60.0,1612031976.0,1612075394.0,10000.0,78.8
half moon bay,37.4636,-122.4286,57.99,58.0,75.0,6.91,US,1612035125.0,170.0,1612019667.0,1612056694.0,10000.0,54.55
calvia,39.5657,2.5062,60.8,59.0,20.0,9.22,ES,1612035171.0,250.0,1611989959.0,1612026425.0,10000.0,58.73
takoradi,4.8845,-1.7554,80.51,81.0,59.0,9.53,GH,1612035172.0,220.0,1611987778.0,1612030652.0,10000.0,80.51
seoul,37.5683,126.9778,23.0,93.0,99.0,2.3,KR,1612035173.0,300.0,1612046207.0,1612083244.0,3000.0,21.2
turayf,31.6725,38.6637,44.6,87.0,20.0,6.91,SA,1612035173.0,270.0,1611980377.0,1612018650.0,10000.0,44.6
umm lajj,25.0213,37.2685,66.7,55.0,0.0,14.74,SA,1612035174.0,359.0,1611980062.0,1612019634.0,10000.0,66.7
ponta pora,-22.5361,-55.7256,82.4,69.0,20.0,9.22,BR,1612035175.0,320.0,1611998530.0,1612045809.0,10000.0,82.4
bonavista,48.6499,-53.1147,30.0,93.0,100.0,4.61,CA,1612035182.0,320.0,1612004663.0,1612038423.0,5565.0,28.02
puerto colombia,10.9878,-74.9547,86.0,58.0,0.0,19.57,CO,1612035182.0,20.0,1612005816.0,1612047754.0,10000.0,86.0
constitucion,-35.3333,-72.4167,66.43,80.0,72.0,5.93,CL,1612035183.0,269.0,1612001204.0,1612051148.0,8789.0,66.43
turan,16.0678,108.2208,69.8,94.0,40.0,7.63,VN,1612035122.0,89.0,1612048653.0,1612089803.0,4500.0,69.8
parana,-31.732,-60.5238,75.99,79.0,100.0,11.01,AR,1612035184.0,167.0,1611998763.0,1612047880.0,10000.0,75.0
hit,33.6416,42.8251,52.86,46.0,4.0,8.08,IQ,1612035185.0,133.0,1611979589.0,1612017440.0,10000.0,52.86
padang,-0.9492,100.3543,76.75,77.0,100.0,4.94,ID,1612035108.0,85.0,1612049236.0,1612092996.0,10000.0,76.75
kulhudhuffushi,6.6221,73.07,81.73,68.0,0.0,7.49,MV,1612035186.0,47.0,1612056354.0,1612098975.0,10000.0,81.73
komsomolskiy,40.4272,71.7189,37.4,41.0,100.0,6.91,UZ,1612035186.0,330.0,1612059817.0,1612096162.0,10000.0,37.4
tromso,69.6496,18.957,19.99,79.0,0.0,3.44,NO,1612035186.0,60.0,1611995681.0,1612012807.0,10000.0,18.03
buraydah,26.326,43.975,55.4,62.0,0.0,6.91,SA,1612035187.0,70.0,1611978574.0,1612017903.0,10000.0,55.4
huarmey,-10.0681,-78.1522,77.23,59.0,99.0,13.0,PE,1612035187.0,192.0,1612004968.0,1612050137.0,10000.0,77.23
necochea,-38.5473,-58.7368,66.0,50.0,100.0,8.99,AR,1612035188.0,152.0,1611997511.0,1612048273.0,10000.0,66.0
kinango,-4.1372,39.3153,80.6,78.0,20.0,6.91,KE,1612035188.0,60.0,1611977231.0,1612021483.0,10000.0,80.6
armidale,-30.5167,151.65,60.01,94.0,0.0,1.48,AU,1612035189.0,351.0,1612034395.0,1612083212.0,10000.0,60.01
waipawa,-41.4122,175.5153,57.99,82.0,39.0,5.75,NZ,1612035189.0,40.0,1612027319.0,1612078831.0,10000.0,55.94
verkhnevilyuysk,63.4453,120.3167,-44.07,79.0,100.0,2.1,RU,1612035189.0,47.0,1612053465.0,1612079184.0,5646.0,-44.07
suwalki,54.1118,22.9309,21.34,97.0,98.0,7.18,PL,1612035190.0,293.0,1611987543.0,1612019036.0,10000.0,21.34
badnawar,23.0167,75.2167,55.4,35.0,0.0,4.61,IN,1612035190.0,90.0,1612057155.0,1612097144.0,5000.0,55.4
pavlohrad,48.5167,35.8667,41.0,87.0,75.0,17.9,UA,1612035191.0,170.0,1611983303.0,1612017067.0,10000.0,41.0
harper,4.375,-7.7169,78.57,85.0,46.0,6.62,LR,1612035191.0,243.0,1611989170.0,1612032122.0,10000.0,78.57
pahrump,36.2083,-115.9839,51.01,62.0,11.0,3.0,US,1612035191.0,68.0,1612017973.0,1612055293.0,10000.0,49.01
calama,-22.4667,-68.9333,75.2,10.0,0.0,20.71,CL,1612035192.0,280.0,1612001708.0,1612048971.0,10000.0,75.2
emerald,-23.5333,148.1667,73.4,83.0,40.0,5.75,AU,1612035193.0,120.0,1612035923.0,1612083357.0,10000.0,72.36
campobello di mazara,37.6358,12.7443,57.2,94.0,40.0,8.05,IT,1612035194.0,150.0,1611987263.0,1612024206.0,10000.0,53.89
harnosand,62.6323,17.9379,12.0,79.0,100.0,8.05,SE,1612035194.0,320.0,1611991401.0,1612017575.0,10000.0,10.11
zhangzhou,24.5133,117.6556,53.6,87.0,0.0,4.47,CN,1612035195.0,270.0,1612047105.0,1612086821.0,10000.0,53.6
nyurba,63.2842,118.3319,-37.98,81.0,100.0,2.01,RU,1612035195.0,33.0,1612053869.0,1612079733.0,4448.0,-37.98
peabiru,-23.9128,-52.3431,69.8,100.0,75.0,11.5,BR,1612035196.0,110.0,1611997591.0,1612045125.0,10000.0,69.8
deputatskiy,69.3,139.9,-32.04,86.0,90.0,1.5,RU,1612035197.0,81.0,1612052503.0,1612070745.0,6829.0,-32.04
grafton,42.207,-71.6856,21.99,41.0,1.0,16.11,US,1612035197.0,300.0,1612008106.0,1612043895.0,10000.0,19.26
tautira,-17.7333,-149.15,86.0,62.0,75.0,6.91,PF,1612035198.0,10.0,1612021386.0,1612067802.0,10000.0,85.01
cap malheureux,-19.9842,57.6142,79.0,85.0,0.0,5.01,MU,1612035198.0,117.0,1611971546.0,1612018383.0,10000.0,79.0
luanda,-8.8368,13.2343,80.6,74.0,40.0,8.05,AO,1612035199.0,230.0,1611983126.0,1612028108.0,10000.0,80.6
melchor de mencos,17.0686,-89.1522,80.6,65.0,75.0,4.61,GT,1612035200.0,60.0,1612009709.0,1612050676.0,10000.0,80.6
kaitangata,-46.2817,169.8464,53.01,88.0,81.0,3.0,NZ,1612035201.0,293.0,1612027907.0,1612080965.0,10000.0,53.01
shahr-e babak,30.1165,55.1186,45.68,60.0,0.0,13.04,IR,1612035201.0,226.0,1611976270.0,1612014858.0,10000.0,45.68
sinnamary,5.3833,-52.95,79.52,85.0,100.0,14.45,GF,1612035203.0,69.0,1612000103.0,1612042903.0,10000.0,79.52
poum,-20.2333,164.0167,78.03,74.0,25.0,15.41,NC,1612035203.0,96.0,1612032414.0,1612079256.0,10000.0,78.03
biak,-0.9131,122.8766,76.46,72.0,100.0,4.7,ID,1612035203.0,321.0,1612043832.0,1612087588.0,10000.0,76.46
haines junction,60.7522,-137.5108,-5.8,77.0,100.0,0.83,CA,1612035211.0,83.0,1612027911.0,1612055690.0,5856.0,-5.8
george,-33.963,22.4617,66.2,82.0,75.0,4.32,ZA,1612035212.0,250.0,1611978580.0,1612028225.0,10000.0,66.2
luganville,-15.5333,167.1667,79.23,78.0,100.0,5.91,VU,1612035212.0,159.0,1612032058.0,1612078100.0,10000.0,79.23
dudinka,69.4058,86.1778,-35.75,77.0,0.0,6.62,RU,1612035213.0,161.0,1612065450.0,1612083588.0,10000.0,-35.75
lasa,46.6166,10.7002,39.0,93.0,90.0,3.44,IT,1612035214.0,20.0,1611989013.0,1612023438.0,10000.0,36.01
senno,59.5336,33.9167,25.0,91.0,98.0,1.99,RU,1612035214.0,90.0,1611986414.0,1612014891.0,415.0,25.0
maceio,-9.6658,-35.7353,82.4,78.0,75.0,8.05,BR,1612035046.0,70.0,1611994817.0,1612039926.0,10000.0,82.4
patancheru,17.5314,78.265,73.0,94.0,20.0,5.75,IN,1612035215.0,100.0,1612055960.0,1612096876.0,6000.0,71.55
severo-kurilsk,50.6789,156.125,23.68,95.0,100.0,29.68,RU,1612035216.0,326.0,1612041188.0,1612074271.0,1162.0,23.68
newport,51.5877,-2.9984,39.99,96.0,100.0,4.0,GB,1612035216.0,47.0,1611993207.0,1612025820.0,10000.0,37.49
jacareacanga,-6.2222,-57.7528,82.87,69.0,100.0,3.49,BR,1612035217.0,104.0,1612000371.0,1612044941.0,10000.0,82.87
muros,42.7762,-9.0603,55.0,82.0,99.0,8.99,ES,1612035218.0,290.0,1611993166.0,1612028771.0,10000.0,53.8
sembakung,3.8167,117.25,71.91,98.0,100.0,1.9,ID,1612035218.0,250.0,1612045539.0,1612088582.0,10000.0,71.91
nanning,22.8167,108.3167,64.4,77.0,69.0,4.47,CN,1612035219.0,160.0,1612049195.0,1612089214.0,8000.0,64.4
bardiyah,31.7561,25.0865,63.73,53.0,0.0,17.83,LY,1612035219.0,260.0,1611983643.0,1612021902.0,10000.0,63.73
spearfish,44.4908,-103.8594,34.0,69.0,90.0,17.27,US,1612035220.0,310.0,1612016152.0,1612051294.0,10000.0,32.58
ayaviri,-14.8864,-70.5889,60.46,42.0,67.0,1.74,PE,1612035220.0,307.0,1612002763.0,1612048711.0,10000.0,60.46
izhma,65.0083,53.9113,0.37,92.0,100.0,10.13,RU,1612035221.0,150.0,1611983916.0,1612007791.0,809.0,0.37
klaksvik,62.2266,-6.589,33.8,93.0,75.0,10.36,FO,1612035221.0,340.0,1611997108.0,1612023643.0,9000.0,33.8
pangoa,-12.1167,-73.0,79.12,81.0,29.0,2.98,PE,1612035222.0,42.0,1612003567.0,1612049064.0,6829.0,79.12
kavaratti,10.5669,72.642,80.94,69.0,44.0,6.8,IN,1612035222.0,315.0,1612056758.0,1612098777.0,10000.0,80.94
kang,-23.6752,22.7876,74.71,65.0,84.0,5.41,BW,1612035223.0,42.0,1611979572.0,1612027076.0,10000.0,74.71
carnarvon,-24.8667,113.6333,80.6,94.0,2.0,11.5,AU,1612035223.0,300.0,1612044090.0,1612091767.0,10000.0,80.6
kurilsk,45.2333,147.8833,20.16,95.0,100.0,18.45,RU,1612035224.0,314.0,1612042227.0,1612077189.0,775.0,20.16
yatou,37.15,122.3833,38.84,90.0,100.0,9.64,CN,1612035224.0,183.0,1612047259.0,1612084397.0,10000.0,38.84
chiknayakanhalli,13.4172,76.6228,67.77,63.0,24.0,10.18,IN,1612035225.0,136.0,1612056025.0,1612097600.0,10000.0,67.77
walvis bay,-22.9575,14.5053,66.99,77.0,0.0,5.75,NA,1612035225.0,330.0,1611981628.0,1612028996.0,10000.0,66.56
willowmore,-33.2926,23.4895,67.75,64.0,0.0,7.29,ZA,1612035225.0,114.0,1611978410.0,1612027901.0,10000.0,67.75
hokitika,-42.7167,170.9667,56.89,74.0,0.0,2.35,NZ,1612035226.0,65.0,1612028218.0,1612080116.0,10000.0,56.89
natal,-5.795,-35.2094,86.0,62.0,20.0,16.11,BR,1612035216.0,130.0,1611994993.0,1612039497.0,10000.0,86.0
tonantins,-2.8731,-67.8022,92.03,51.0,43.0,3.71,BR,1612035227.0,49.0,1612003041.0,1612047096.0,10000.0,92.03
minallo,16.9869,121.8539,63.77,92.0,100.0,3.13,PH,1612035227.0,347.0,1612045456.0,1612086455.0,10000.0,63.77
laela,-8.5667,32.05,61.97,92.0,100.0,3.38,TZ,1612035228.0,296.0,1611978631.0,1612023571.0,10000.0,61.97
petropavlovsk-kamchatskiy,53.0452,158.6483,24.8,63.0,40.0,13.42,RU,1612035228.0,300.0,1612041070.0,1612073178.0,10000.0,24.8
azpeitia,43.1825,-2.2669,54.0,83.0,100.0,11.45,ES,1612035229.0,263.0,1611991595.0,1612027081.0,10000.0,52.65
port augusta,-32.5,137.7667,64.4,77.0,99.0,14.97,AU,1612035229.0,170.0,1612037514.0,1612086758.0,10000.0,64.4
segezha,63.7415,34.3222,16.77,98.0,100.0,4.25,RU,1612035230.0,125.0,1611987972.0,1612013139.0,734.0,16.77
puerto el triunfo,13.2833,-88.55,96.8,32.0,20.0,2.3,SV,1612035231.0,50.0,1612009260.0,1612050837.0,10000.0,92.17
kahului,20.8947,-156.47,73.4,73.0,40.0,17.27,US,1612034946.0,50.0,1612026183.0,1612066519.0,10000.0,69.42
kasongo,-4.45,26.6667,71.06,94.0,93.0,3.33,CD,1612035232.0,136.0,1611980243.0,1612024543.0,10000.0,71.06
yucca valley,34.1142,-116.4322,48.99,55.0,0.0,4.0,US,1612035043.0,68.0,1612017845.0,1612055637.0,10000.0,47.77
grand gaube,-20.0064,57.6608,79.0,85.0,0.0,5.01,MU,1612035233.0,117.0,1611971533.0,1612018374.0,10000.0,79.0
osypenko,46.9136,36.8253,35.01,53.0,92.0,14.45,UA,1612035233.0,149.0,1611982797.0,1612017112.0,10000.0,35.01
khatanga,71.9667,102.5,-45.99,77.0,26.0,0.36,RU,1612035234.0,357.0,1612064845.0,1612076357.0,10000.0,-45.99
vestmanna,62.1564,-7.1664,33.8,93.0,75.0,10.36,FO,1612035234.0,340.0,1611997217.0,1612023810.0,9000.0,33.8
el alto,-4.2714,-81.2147,89.6,48.0,20.0,17.27,PE,1612035234.0,200.0,1612006153.0,1612050422.0,10000.0,89.6
shimoda,34.6667,138.95,35.01,79.0,0.0,3.0,JP,1612035184.0,193.0,1612043002.0,1612080702.0,10000.0,35.01
bone,51.9669,12.1396,30.99,88.0,100.0,3.78,DE,1612035242.0,62.0,1611989656.0,1612022104.0,10000.0,29.35
pingdingshan,33.7385,113.3012,42.73,53.0,0.0,5.1,CN,1612035243.0,297.0,1612049054.0,1612086963.0,10000.0,42.73
seydi,39.4816,62.9137,48.85,49.0,100.0,3.47,TM,1612035243.0,135.0,1612061808.0,1612098398.0,10000.0,48.85
beloha,-25.1667,45.05,78.87,69.0,32.0,3.65,MG,1612035243.0,296.0,1611974085.0,1612021876.0,10000.0,78.87
kamenka,51.3223,42.7678,34.0,96.0,100.0,12.37,RU,1612035244.0,181.0,1611982181.0,1612014876.0,301.0,34.0
rawlins,41.7911,-107.2387,32.0,59.0,40.0,20.71,US,1612035244.0,280.0,1612016576.0,1612052492.0,10000.0,32.0
santa cruz de tenerife,28.4682,-16.2546,64.0,100.0,20.0,13.8,ES,1612035245.0,260.0,1611993230.0,1612032161.0,10000.0,59.92
alice,27.7523,-98.0697,87.8,48.0,20.0,19.57,US,1612035221.0,210.0,1612012790.0,1612051877.0,10000.0,85.24
valky,49.8387,35.6207,35.6,100.0,90.0,11.18,UA,1612035246.0,150.0,1611983604.0,1612016884.0,3400.0,35.29
shache,38.4167,77.2406,21.61,86.0,0.0,1.61,CN,1612035247.0,177.0,1612058239.0,1612095088.0,10000.0,21.61
general roca,-39.0333,-67.5833,73.4,49.0,75.0,5.75,AR,1612035248.0,340.0,1611999571.0,1612050460.0,10000.0,73.4
nara,34.6851,135.8049,43.0,55.0,76.0,3.78,JP,1612035248.0,308.0,1612043759.0,1612081455.0,10000.0,38.77
phayao,19.25,100.25,67.41,79.0,98.0,1.86,TH,1612035249.0,134.0,1612050827.0,1612091455.0,10000.0,67.41
bayir,37.2687,28.2167,46.4,93.0,40.0,4.61,TR,1612035250.0,100.0,1611983508.0,1612020534.0,10000.0,46.4
kilakarai,9.2333,78.7833,77.49,81.0,0.0,12.19,IN,1612035250.0,40.0,1612055182.0,1612097405.0,10000.0,77.49
xinqing,48.2333,129.5,-25.11,84.0,0.0,2.62,CN,1612035251.0,227.0,1612047124.0,1612081116.0,10000.0,-25.11
wukari,7.85,9.7833,81.0,16.0,0.0,2.66,NG,1612035251.0,347.0,1611985236.0,1612027655.0,10000.0,81.0
hualmay,-11.0964,-77.6139,76.62,62.0,42.0,12.91,PE,1612035252.0,184.0,1612004757.0,1612050090.0,10000.0,76.62
aklavik,68.2191,-135.0107,-20.2,76.0,75.0,3.44,CA,1612035252.0,340.0,1612031220.0,1612051181.0,10000.0,-20.2
krasnotorka,48.682,37.5327,40.12,75.0,100.0,16.4,UA,1612035253.0,184.0,1611982933.0,1612016637.0,10000.0,40.12
clarence town,-32.5833,151.7833,69.01,100.0,90.0,5.75,AU,1612035254.0,270.0,1612034138.0,1612083405.0,500.0,67.06
manono,-7.3,27.4167,72.25,90.0,99.0,2.1,CD,1612035254.0,172.0,1611979842.0,1612024584.0,10000.0,72.25
tongliao,43.6125,122.2653,-1.3,93.0,96.0,6.93,CN,1612035255.0,131.0,1612048129.0,1612083584.0,10000.0,-1.3
